Age,Word,Lexical_Class,MCDIp,LogFreq,ProKWo
25,diaper,nouns,0.8888889,3.069668097,0.521543611
26,diaper,nouns,0.878453,3.083144143,0.594567461
27,diaper,nouns,0.8717949,3.098643726,0.620150743
28,diaper,nouns,0.9648683,3.106530854,0.740348541
29,diaper,nouns,0.9191919,3.125481266,0.683548227
30,diaper,nouns,0.9627119,3.130976692,0.785671491
16,did,function_words,0.01778243,3.563006187,0.074622617
17,did,function_words,0.01831502,3.59439255,0.084543208
18,did,function_words,0.0361991,3.65829765,0.136539434
19,did,function_words,0.06097561,3.698013504,0.185849154
20,did,function_words,0.09124088,3.746166964,0.205984234
21,did,function_words,0.0591133,3.79560198,0.23550383
22,did,function_words,0.195,3.839478047,0.347035278
23,did,function_words,0.1946565,3.878808932,0.395176071
24,did,function_words,0.245283,3.951580345,0.438837304
25,did,function_words,0.2942943,3.997080435,0.492382623
26,did,function_words,0.4198895,4.036349388,0.570848816
27,did,function_words,0.5076923,4.070924031,0.59709995
28,did,function_words,0.574655,4.11657454,0.72232325
29,did,function_words,0.4949495,4.168733129,0.668133969
30,did,function_words,0.6847458,4.204825138,0.775310524
16,dish,nouns,0.02719665,1.612783857,0.074831726
17,dish,nouns,0.02564103,1.707570176,0.10118384
18,dish,nouns,0.10181,1.812913357,0.166709035
19,dish,nouns,0.1310976,1.86332286,0.217413286
20,dish,nouns,0.1605839,1.86923172,0.23561827
21,dish,nouns,0.1871921,1.934498451,0.264500576
22,dish,nouns,0.27,1.959041392,0.379076305
23,dish,nouns,0.3091603,2.053078443,0.423187023
24,dish,nouns,0.3259005,2.123851641,0.463121784
25,dish,nouns,0.4204204,2.176091259,0.508598843
26,dish,nouns,0.4254144,2.250420002,0.589182902
27,dish,nouns,0.5333333,2.278753601,0.611439842
28,dish,nouns,0.6675031,2.303196057,0.740701359
29,dish,nouns,0.5454545,2.307496038,0.675929067
30,dish,nouns,0.6677966,2.315970345,0.785031837
16,do,function_words,0.04707113,4.099715162,0.069599018
17,do,function_words,0.06959707,4.124862728,0.075502438
18,do,function_words,0.1334842,4.184890082,0.127769326
19,do,function_words,0.1920732,4.225335132,0.175338643
20,do,function_words,0.2591241,4.269209299,0.193742343
21,do,function_words,0.2807882,4.312706146,0.22317039
22,do,function_words,0.405,4.34321159,0.336508924
23,do,function_words,0.480916,4.372414856,0.384994685
24,do,function_words,0.4939966,4.448845396,0.431577036
25,do,function_words,0.5465465,4.480466879,0.485592451
26,do,function_words,0.6187845,4.510062193,0.564946404
27,do,function_words,0.7282051,4.540079089,0.592709583
28,do,function_words,0.7854454,4.575857251,0.719287737
29,do,function_words,0.7171717,4.615192267,0.662280173
30,do,function_words,0.8067797,4.646874039,0.771885458
16,dog,nouns,0.6799163,2.976808337,0.149749302
17,dog,nouns,0.7216117,3.020775488,0.176076138
18,dog,nouns,0.7782805,3.101747074,0.228067351
19,dog,nouns,0.8323171,3.161068385,0.269999518
20,dog,nouns,0.8211679,3.211921084,0.283705297
21,dog,nouns,0.8472906,3.24723655,0.307828443
22,dog,nouns,0.87,3.277609214,0.404570896
23,dog,nouns,0.9427481,3.30427505,0.452542672
24,dog,nouns,0.9262436,3.344981414,0.482604116
25,dog,nouns,0.9489489,3.385606274,0.525988052
26,dog,nouns,0.9834254,3.415140352,0.603878267
27,dog,nouns,0.9641026,3.443419462,0.624202657
28,dog,nouns,0.9949812,3.478277832,0.735495471
29,dog,nouns,0.9747475,3.526339277,0.684305864
30,dog,nouns,0.9627119,3.555336328,0.779044607
16,doll,nouns,0.1841004,2.749736316,0.056126449
17,doll,nouns,0.2161172,2.766412847,0.064974899
18,doll,nouns,0.3484163,2.834420704,0.110388501
19,doll,nouns,0.3932927,2.860338007,0.155311064
20,doll,nouns,0.4452555,2.892094603,0.17673615
21,doll,nouns,0.4729064,2.913813852,0.205180031
22,doll,nouns,0.58,2.960946196,0.31145073
23,doll,nouns,0.5610687,2.982723388,0.357748671
24,doll,nouns,0.6329331,3.077004327,0.394033827
25,doll,nouns,0.6816817,3.099335278,0.444729784
26,doll,nouns,0.7458564,3.115943177,0.53093713
27,doll,nouns,0.7384615,3.134177108,0.557523127
28,doll,nouns,0.8644918,3.144574208,0.679640018
29,doll,nouns,0.7626263,3.170555059,0.630430984
30,doll,nouns,0.8779661,3.188928484,0.739197012
16,donkey,nouns,0.03451883,2.06069784,0.081392376
17,donkey,nouns,0.04029304,2.158362492,0.095249401
18,donkey,nouns,0.0678733,2.247973266,0.150973123
19,donkey,nouns,0.125,2.348304863,0.192367455
20,donkey,nouns,0.1313869,2.414973348,0.214562642
21,donkey,nouns,0.1970443,2.495544338,0.239104705
22,donkey,nouns,0.25,2.51851394,0.347884615
23,donkey,nouns,0.278626,2.544068044,0.3901033
24,donkey,nouns,0.3190395,2.618048097,0.434742885
25,donkey,nouns,0.3123123,2.639486489,0.475143765
26,donkey,nouns,0.359116,2.651278014,0.55708325
27,donkey,nouns,0.4205128,2.671172843,0.581301558
28,donkey,nouns,0.5784191,2.689308859,0.706283546
29,donkey,nouns,0.4343434,2.733999287,0.645328283
30,donkey,nouns,0.5220339,2.751279104,0.750451046
16,donut,nouns,0.02719665,0.602059991,0.070083682
17,donut,nouns,0.04761905,0.602059991,0.095238095
18,donut,nouns,0.10181,0.84509804,0.231738849
19,donut,nouns,0.1158537,0.84509804,0.289634146
20,donut,nouns,0.1459854,1,0.282643958
21,donut,nouns,0.1773399,1,0.305418719
22,donut,nouns,0.255,1.278753601,0.417291667
23,donut,nouns,0.3587786,1.397940009,0.443557715
24,donut,nouns,0.3670669,1.908485019,0.391573756
25,donut,nouns,0.4624625,1.913813852,0.438680917
26,donut,nouns,0.5138122,1.919078092,0.517167746
27,donut,nouns,0.5384615,1.968482949,0.555985348
28,donut,nouns,0.6838143,1.968482949,0.679806417
29,donut,nouns,0.6212121,2,0.638967803
30,donut,nouns,0.7152542,2.004321374,0.747729867
16,door,nouns,0.2280335,2.788168371,0.085794795
17,door,nouns,0.2710623,2.891537458,0.107119296
18,door,nouns,0.3936652,2.960946196,0.167121775
19,door,nouns,0.4786585,2.989449818,0.215493853
20,door,nouns,0.5182482,3.04060234,0.236467354
21,door,nouns,0.591133,3.081347308,0.265679265
22,door,nouns,0.705,3.120573931,0.374734469
23,door,nouns,0.7557252,3.151676231,0.418756645
24,door,nouns,0.7855918,3.194514342,0.463105319
25,door,nouns,0.8438438,3.244524512,0.507841591
26,door,nouns,0.8563536,3.265760917,0.5836589
27,door,nouns,0.9230769,3.294025094,0.605887811
28,door,nouns,0.9485571,3.33264041,0.725198381
29,door,nouns,0.9141414,3.376394442,0.668476877
30,door,nouns,0.9627119,3.407560849,0.771892511
16,down,function_words,0.291841,3.574494268,0.088748113
17,down,function_words,0.3626374,3.624075731,0.104830513
18,down,function_words,0.4705882,3.683857205,0.164115515
19,down,function_words,0.5396341,3.737907923,0.212165692
20,down,function_words,0.5218978,3.786396461,0.230283978
21,down,function_words,0.5714286,3.834293512,0.259795387
22,down,function_words,0.705,3.883207033,0.369226144
23,down,function_words,0.740458,3.920227711,0.417354712
24,down,function_words,0.7444254,3.972619339,0.45958178
25,down,function_words,0.7987988,4.009790719,0.50723436
26,down,function_words,0.8453039,4.035149458,0.584893252
27,down,function_words,0.7948718,4.057628073,0.604824955
28,down,function_words,0.9272271,4.087071206,0.730759765
29,down,function_words,0.8686869,4.123688342,0.671447217
30,down,function_words,0.9322034,4.158694118,0.776362632
16,draw,verbs,0.0209205,2.45331834,0.074936769
17,draw,verbs,0.03296703,2.478566496,0.08403476
18,draw,verbs,0.08597285,2.549003262,0.1428488
19,draw,verbs,0.1554878,2.667452953,0.193732474
20,draw,verbs,0.1386861,2.812913357,0.213627006
21,draw,verbs,0.2610837,2.848804701,0.253370669
22,draw,verbs,0.325,2.86923172,0.364300912
23,draw,verbs,0.3740458,2.889861721,0.404223253
24,draw,verbs,0.464837,2.95568775,0.456635478
25,draw,verbs,0.5225225,3.005180513,0.499700381
26,draw,verbs,0.5690608,3.089198367,0.578539918
27,draw,verbs,0.5897436,3.133219457,0.604580615
28,draw,verbs,0.7578419,3.16879202,0.72244792
29,draw,verbs,0.6868687,3.21031852,0.669198835
30,draw,verbs,0.8338983,3.254306332,0.775181421
16,drawer,nouns,0.01987448,1.740362689,0.092724506
17,drawer,nouns,0.01831502,1.77815125,0.099150849
18,drawer,nouns,0.0520362,1.826074803,0.152287915
19,drawer,nouns,0.08841463,1.86923172,0.196489283
20,drawer,nouns,0.08394161,1.897627091,0.21734698
21,drawer,nouns,0.1527094,1.949390007,0.24229064
22,drawer,nouns,0.18,1.991226076,0.353513514
23,drawer,nouns,0.240458,2.041392685,0.415614996
24,drawer,nouns,0.3259005,2.103803721,0.460045101
25,drawer,nouns,0.3393393,2.152288344,0.505703846
26,drawer,nouns,0.480663,2.178976947,0.577760486
27,drawer,nouns,0.5076923,2.227886705,0.599130153
28,drawer,nouns,0.6398996,2.271841607,0.727300269
29,drawer,nouns,0.5808081,2.330413773,0.668171915
30,drawer,nouns,0.6677966,2.365487985,0.769589427
16,dress,nouns,0.04707113,1.913813852,0.085865815
17,dress,nouns,0.05494505,1.973127854,0.09501383
18,dress,nouns,0.1040724,2.004321374,0.146591805
19,dress,nouns,0.1737805,2.10720997,0.185923936
20,dress,nouns,0.2043796,2.167317335,0.213822443
21,dress,nouns,0.2512315,2.217483944,0.243523922
22,dress,nouns,0.355,2.322219295,0.346166008
23,dress,nouns,0.4122137,2.409933123,0.395128747
24,dress,nouns,0.483705,2.620136055,0.422712235
25,dress,nouns,0.4834835,2.688419822,0.461054571
26,dress,nouns,0.6243094,2.716837723,0.54587624
27,dress,nouns,0.574359,2.754348336,0.565470085
28,dress,nouns,0.7352572,2.774516966,0.688368832
29,dress,nouns,0.6616162,2.829303773,0.63985456
30,dress,nouns,0.8033898,2.863917377,0.746179039
16,drink,nouns,0.1799163,2.77524626,0.096871588
17,drink,nouns,0.2124542,2.791690649,0.102961242
18,drink,nouns,0.3303167,2.898725182,0.163326819
19,drink,nouns,0.4115854,2.939519253,0.212115475
20,drink,nouns,0.459854,2.956648579,0.231848504
21,drink,nouns,0.5615764,3.008600172,0.26625715
22,drink,nouns,0.655,3.05422991,0.378704128
23,drink,nouns,0.7099237,3.095169351,0.419284195
24,drink,nouns,0.7186964,3.172018809,0.464543609
25,drink,nouns,0.7507508,3.20790353,0.507382616
26,drink,nouns,0.8176796,3.228913406,0.584892975
27,drink,nouns,0.8102564,3.254789687,0.608931864
28,drink,nouns,0.9171895,3.278524965,0.723795001
29,drink,nouns,0.8636364,3.314288661,0.674979694
30,drink,nouns,0.9389831,3.409425869,0.77337799
16,drive,verbs,0.0209205,1.84509804,0.090557503
17,drive,verbs,0.03296703,1.875061263,0.108160875
18,drive,verbs,0.09049774,1.959041392,0.18407889
19,drive,verbs,0.1432927,2.037426498,0.240614964
20,drive,verbs,0.1569343,2.136720567,0.244535714
21,drive,verbs,0.2364532,2.193124598,0.271020065
22,drive,verbs,0.335,2.230448921,0.37518847
23,drive,verbs,0.4465649,2.285557309,0.413652378
24,drive,verbs,0.4974271,2.354108439,0.443130835
25,drive,verbs,0.5735736,2.432969291,0.488166202
26,drive,verbs,0.6022099,2.511883361,0.577698408
27,drive,verbs,0.6564103,2.580924976,0.599296129
28,drive,verbs,0.8155583,2.67669361,0.726259412
29,drive,verbs,0.7474747,2.741939078,0.667950521
30,drive,verbs,0.8542373,2.824125834,0.770085502
16,drop,verbs,0.01464435,2.068185862,0.077405858
17,drop,verbs,0.03296703,2.103803721,0.082639903
18,drop,verbs,0.07466063,2.206825876,0.143814659
19,drop,verbs,0.1128049,2.303196057,0.183423913
20,drop,verbs,0.1313869,2.326335861,0.20324412
21,drop,verbs,0.1527094,2.376576957,0.231679134
22,drop,verbs,0.32,2.408239965,0.34785
23,drop,verbs,0.3664122,2.440909082,0.388013535
24,drop,verbs,0.4253859,2.46686762,0.43712641
25,drop,verbs,0.4444444,2.509202522,0.479394888
26,drop,verbs,0.5966851,2.537819095,0.562552114
27,drop,verbs,0.5435897,2.558708571,0.588597473
28,drop,verbs,0.7503137,2.641474111,0.726740718
29,drop,verbs,0.6616162,2.682145076,0.678656737
30,drop,verbs,0.8169492,2.717670503,0.779095641
16,dry,verbs,0.01359833,2.257678575,0.080680967
17,dry,verbs,0.02564103,2.301029996,0.087785535
18,dry,verbs,0.0520362,2.36361198,0.16670578
19,dry,verbs,0.0945122,2.392696953,0.210529767
20,dry,verbs,0.1350365,2.416640507,0.232347574
21,dry,verbs,0.1625616,2.472756449,0.266742453
22,dry,verbs,0.245,2.564666064,0.37296827
23,dry,verbs,0.2977099,2.639486489,0.41950436
24,dry,verbs,0.3619211,2.668385917,0.459607059
25,dry,verbs,0.4624625,2.693726949,0.50889369
26,dry,verbs,0.4972376,2.7084209,0.581043864
27,dry,verbs,0.5230769,2.727541257,0.602761625
28,dry,verbs,0.7314931,2.748188027,0.724109741
29,dry,verbs,0.6464646,2.792391689,0.669579093
30,dry,verbs,0.7627119,2.815577748,0.770777255
16,dryer,nouns,0.007322176,1.146128036,0.067622446
17,dryer,nouns,0.01465201,1.146128036,0.080586081
18,dryer,nouns,0.04977376,1.301029996,0.117094017
19,dryer,nouns,0.0945122,1.301029996,0.159688347
20,dryer,nouns,0.06934307,1.361727836,0.179679353
21,dryer,nouns,0.1034483,1.397940009,0.2113217
22,dryer,nouns,0.165,1.397940009,0.318813559
23,dryer,nouns,0.2328244,1.431363764,0.365355255
24,dryer,nouns,0.2675815,1.462397998,0.399482934
25,dryer,nouns,0.3273273,1.505149978,0.449111273
26,dryer,nouns,0.4198895,1.568201724,0.519997598
27,dryer,nouns,0.4153846,1.579783597,0.547284257
28,dryer,nouns,0.6122961,1.602059991,0.676457769
29,dryer,nouns,0.520202,1.643452676,0.621309246
30,dryer,nouns,0.6644068,1.643452676,0.736375489
16,duck,nouns,0.4822176,2.955206538,0.123598925
17,duck,nouns,0.5164835,3.01745073,0.144500058
18,duck,nouns,0.6108597,3.106870544,0.203679003
19,duck,nouns,0.6676829,3.189490314,0.250676026
20,duck,nouns,0.7153285,3.257198426,0.273707911
21,duck,nouns,0.6699507,3.292477594,0.294728663
22,duck,nouns,0.815,3.336259552,0.405587517
23,duck,nouns,0.8473282,3.367355921,0.451908083
24,duck,nouns,0.8747856,3.40363519,0.492924568
25,duck,nouns,0.8798799,3.418798291,0.535732596
26,duck,nouns,0.9447514,3.438384107,0.615159933
27,duck,nouns,0.9333333,3.456821348,0.635160596
28,duck,nouns,0.9799247,3.466274322,0.748533552
29,duck,nouns,0.9141414,3.491501766,0.690856009
30,duck,nouns,0.9694915,3.49762065,0.792271166
16,dump,verbs,0.006276151,1.944482672,0.102995204
17,dump,verbs,0.01465201,1.995635195,0.112296068
18,dump,verbs,0.03167421,2.178976947,0.17135209
19,dump,verbs,0.05792683,2.245512668,0.216789139
20,dump,verbs,0.08759124,2.311753861,0.236114381
21,dump,verbs,0.06403941,2.346352974,0.259246482
22,dump,verbs,0.125,2.367355921,0.376510903
23,dump,verbs,0.2328244,2.445604203,0.423240034
24,dump,verbs,0.2281304,2.505149978,0.465954012
25,dump,verbs,0.2522523,2.519827994,0.508180311
26,dump,verbs,0.2762431,2.593286067,0.587719526
27,dump,verbs,0.3538462,2.621176282,0.608805459
28,dump,verbs,0.4529486,2.666517981,0.7227762
29,dump,verbs,0.4494949,2.716003344,0.678989761
30,dump,verbs,0.5288136,2.761927838,0.769231246
16,each,function_words,0.00209205,2.053078443,0.046179551
17,each,function_words,0,2.086359831,0.057790218
18,each,function_words,0.002262443,2.127104798,0.10512864
19,each,function_words,0.01219512,2.130333768,0.144734556
20,each,function_words,0.01459854,2.161368002,0.166637929
21,each,function_words,0.02463054,2.176091259,0.193541885
22,each,function_words,0.03,2.214843848,0.290610329
23,each,function_words,0.03816794,2.245512668,0.333308223
24,each,function_words,0.03945111,2.330413773,0.356124472
25,each,function_words,0.08708709,2.340444115,0.406150906
26,each,function_words,0.1049724,2.361727836,0.488102401
27,each,function_words,0.1282051,2.382017043,0.514613762
28,each,function_words,0.1455458,2.421603927,0.631493645
29,each,function_words,0.1868687,2.477121255,0.586650567
30,each,function_words,0.2237288,2.506505032,0.68971046
16,ear,nouns,0.3096234,2.294466226,0.09280364
17,ear,nouns,0.4542125,2.390935107,0.119065332
18,ear,nouns,0.5882353,2.431363764,0.176962769
19,ear,nouns,0.695122,2.474216264,0.230924189
20,ear,nouns,0.7043796,2.5289167,0.254292616
21,ear,nouns,0.7487685,2.565847819,0.284850282
22,ear,nouns,0.84,2.610660163,0.388482881
23,ear,nouns,0.9198473,2.654176542,0.443913555
24,ear,nouns,0.8679245,2.679427897,0.4757828
25,ear,nouns,0.8978979,2.694605199,0.52119449
26,ear,nouns,0.9281768,2.742725131,0.593330036
27,ear,nouns,0.9487179,2.759667845,0.617866952
28,ear,nouns,0.9686324,2.780317312,0.734309605
29,ear,nouns,0.9494949,2.799340549,0.681231262
30,ear,nouns,0.9728814,2.828659897,0.779273138
16,eat,verbs,0.165272,3.422261451,0.075555719
17,eat,verbs,0.2417582,3.448860846,0.087303293
18,eat,verbs,0.4276018,3.516667559,0.142065167
19,eat,verbs,0.5060976,3.544564097,0.187817899
20,eat,verbs,0.5072993,3.581038949,0.207314387
21,eat,verbs,0.6403941,3.613207352,0.236521474
22,eat,verbs,0.7,3.642563437,0.344203724
23,eat,verbs,0.8015267,3.67660217,0.387425172
24,eat,verbs,0.8233276,3.766933094,0.427779067
25,eat,verbs,0.8648649,3.800029359,0.472528512
26,eat,verbs,0.9060773,3.821971818,0.55487936
27,eat,verbs,0.9128205,3.842796395,0.581962706
28,eat,verbs,0.9560853,3.872039668,0.703102815
29,eat,verbs,0.9242424,3.915135907,0.654684949
30,eat,verbs,0.9627119,3.969182859,0.756813591
16,egg,nouns,0.1150628,2.419955748,0.092287685
17,egg,nouns,0.1575092,2.445604203,0.112427503
18,egg,nouns,0.2624434,2.525044807,0.176242059
19,egg,nouns,0.347561,2.626340367,0.223665505
20,egg,nouns,0.4124088,2.683047038,0.250259636
21,egg,nouns,0.4876847,2.726727209,0.282667162
22,egg,nouns,0.575,2.787460475,0.389195179
23,egg,nouns,0.6412214,2.825426118,0.431459021
24,egg,nouns,0.6861063,2.890979597,0.470602391
25,egg,nouns,0.7447447,2.946943271,0.521313542
26,egg,nouns,0.7900552,2.986323777,0.591640757
27,egg,nouns,0.7897436,3.013258665,0.613829173
28,egg,nouns,0.9071518,3.062205809,0.732928957
29,egg,nouns,0.8333333,3.120573931,0.672918438
30,egg,nouns,0.9220339,3.135450699,0.776433412
16,elephant,nouns,0.08054393,2.36361198,0.086817795
17,elephant,nouns,0.1062271,2.411619706,0.10645183
18,elephant,nouns,0.2285068,2.474216264,0.175041677
19,elephant,nouns,0.3079268,2.515873844,0.225471175
20,elephant,nouns,0.3175182,2.587710965,0.239491733
21,elephant,nouns,0.3842365,2.650307523,0.274426684
22,elephant,nouns,0.53,2.694605199,0.379856008
23,elephant,nouns,0.6030534,2.754348336,0.429193369
24,elephant,nouns,0.670669,2.851258349,0.46187328
25,elephant,nouns,0.6756757,2.915399835,0.498737782
26,elephant,nouns,0.7845304,2.968949681,0.576853995
27,elephant,nouns,0.7846154,3.001733713,0.602278422
28,elephant,nouns,0.9096612,3.028977705,0.724944636
29,elephant,nouns,0.8333333,3.109915863,0.664887531
30,elephant,nouns,0.9457627,3.130333768,0.770881794
16,empty,adjectives,0.03451883,1.857332496,0.077418385
17,empty,adjectives,0.02197802,1.954242509,0.093647816
18,empty,adjectives,0.09954751,2.068185862,0.153723386
19,empty,adjectives,0.1371951,2.11058971,0.192352284
20,empty,adjectives,0.1642336,2.198657087,0.208722303
21,empty,adjectives,0.2118227,2.260071388,0.23468582
22,empty,adjectives,0.265,2.298853076,0.344716312
23,empty,adjectives,0.351145,2.342422681,0.392348697
24,empty,adjectives,0.3773585,2.506505032,0.436426449
25,empty,adjectives,0.4474474,2.562292864,0.484820232
26,empty,adjectives,0.4861878,2.608526034,0.557614674
27,empty,adjectives,0.5179487,2.632457292,0.581465355
28,empty,adjectives,0.6800502,2.646403726,0.710921945
29,empty,adjectives,0.5858586,2.668385917,0.652947242
30,empty,adjectives,0.7491525,2.693726949,0.764173729
16,every,function_words,0.00209205,2.176091259,0.053464155
17,every,function_words,0.003663004,2.222716471,0.060658595
18,every,function_words,0.009049774,2.301029996,0.103089341
19,every,function_words,0.00304878,2.33243846,0.137793038
20,every,function_words,0.01459854,2.36361198,0.155522594
21,every,function_words,0.01970443,2.396199347,0.181165846
22,every,function_words,0.035,2.437750563,0.279707692
23,every,function_words,0.09541985,2.460897843,0.32639817
24,every,function_words,0.08747856,2.562292864,0.366507305
25,every,function_words,0.1411411,2.579783597,0.41389394
26,every,function_words,0.1712707,2.593286067,0.496745924
27,every,function_words,0.1948718,2.602059991,0.526527313
28,every,function_words,0.2634881,2.618048097,0.647219397
29,every,function_words,0.3030303,2.64246452,0.604197797
30,every,function_words,0.3525424,2.6599162,0.706941699
16,eye,nouns,0.4320084,2.620136055,0.134182375
17,eye,nouns,0.4761905,2.681241237,0.150170747
18,eye,nouns,0.6651584,2.775974331,0.234314206
19,eye,nouns,0.7317073,2.810904281,0.284593119
20,eye,nouns,0.7372263,2.848189117,0.302476137
21,eye,nouns,0.7438424,2.859738566,0.328749623
22,eye,nouns,0.83,2.892094603,0.434955141
23,eye,nouns,0.9007634,2.905256049,0.486127226
24,eye,nouns,0.915952,2.942008053,0.521800459
25,eye,nouns,0.9219219,2.979092901,0.561191508
26,eye,nouns,0.9558011,2.99343623,0.631017738
27,eye,nouns,0.9435897,3.028571253,0.650433906
28,eye,nouns,0.9874529,3.050379756,0.760794221
29,eye,nouns,0.959596,3.07114529,0.705808081
30,eye,nouns,0.979661,3.085647288,0.800121799
16,face,nouns,0.05230126,2.710963119,0.072579089
17,face,nouns,0.06227106,2.741151599,0.081537591
18,face,nouns,0.158371,2.783903579,0.131672836
19,face,nouns,0.2591463,2.824776462,0.175531734
20,face,nouns,0.2335766,2.884795364,0.191797925
21,face,nouns,0.3300493,2.910624405,0.223092621
22,face,nouns,0.44,2.950851459,0.334396111
23,face,nouns,0.5152672,2.971739591,0.382279784
24,face,nouns,0.5986278,3.004751156,0.429391038
25,face,nouns,0.6216216,3.046885191,0.478800025
26,face,nouns,0.7624309,3.062581984,0.559576862
27,face,nouns,0.7230769,3.08849047,0.586643382
28,face,nouns,0.8607277,3.123524981,0.710409549
29,face,nouns,0.7929293,3.161667412,0.657378129
30,face,nouns,0.8813559,3.212187604,0.765150558
16,fall,verbs,0.04393305,2.58546073,0.114450704
17,fall,verbs,0.06593407,2.62324929,0.138370545
18,fall,verbs,0.1447964,2.674861141,0.204033593
19,fall,verbs,0.2317073,2.716837723,0.253476285
20,fall,verbs,0.2445255,2.776701184,0.269238925
21,fall,verbs,0.3300493,2.835690571,0.304655172
22,fall,verbs,0.475,2.897627091,0.427373004
23,fall,verbs,0.5687023,2.967547976,0.478805971
24,fall,verbs,0.6123499,3.037426498,0.516976008
25,fall,verbs,0.7117117,3.08350262,0.568958561
26,fall,verbs,0.7900552,3.129367596,0.639462458
27,fall,verbs,0.7487179,3.170261715,0.645557848
28,fall,verbs,0.8958595,3.225309282,0.773477036
29,fall,verbs,0.8030303,3.279666944,0.713419661
30,fall,verbs,0.9288136,3.309630167,0.810441982
16,fast,adjectives,0.01778243,2.281033367,0.065438245
17,fast,adjectives,0.03663004,2.33243846,0.072747874
18,fast,adjectives,0.04751131,2.350248018,0.12120891
19,fast,adjectives,0.1158537,2.376576957,0.169085958
20,fast,adjectives,0.149635,2.414973348,0.190597723
21,fast,adjectives,0.1871921,2.46686762,0.22187732
22,fast,adjectives,0.3,2.492760389,0.326028986
23,fast,adjectives,0.3664122,2.507855872,0.378463289
24,fast,adjectives,0.4202401,2.549003262,0.422084857
25,fast,adjectives,0.5045045,2.582063363,0.477259266
26,fast,adjectives,0.5745856,2.619093331,0.546391207
27,fast,adjectives,0.5897436,2.674861141,0.570020447
28,fast,adjectives,0.749059,2.721810615,0.695010134
29,fast,adjectives,0.6666667,2.756636108,0.643810338
30,fast,adjectives,0.8271186,2.792391689,0.75384998
16,feed,verbs,0.01046025,2.643452676,0.056947677
17,feed,verbs,0.02197802,2.653212514,0.064087276
18,feed,verbs,0.04977376,2.787460475,0.109212594
19,feed,verbs,0.1036585,2.798650645,0.150362009
20,feed,verbs,0.120438,2.813580989,0.165153722
21,feed,verbs,0.1182266,2.827369273,0.189007571
22,feed,verbs,0.215,2.84509804,0.296057188
23,feed,verbs,0.3206107,2.866877814,0.341703997
24,feed,verbs,0.3310463,2.951337519,0.381791287
25,feed,verbs,0.4264264,2.969415912,0.427545536
26,feed,verbs,0.5138122,2.980911938,0.530290255
27,feed,verbs,0.5384615,2.998695158,0.543697941
28,feed,verbs,0.6988708,3.01494035,0.672828908
29,feed,verbs,0.6212121,3.032618761,0.616417122
30,feed,verbs,0.7525424,3.042969073,0.732080123
16,find,verbs,0.01150628,2.91750551,0.076321486
17,find,verbs,0.01831502,2.960470778,0.083940249
18,find,verbs,0.07013575,3.032215703,0.135046759
19,find,verbs,0.1097561,3.096214585,0.178717975
20,find,verbs,0.1459854,3.15896526,0.196666514
21,find,verbs,0.1773399,3.208441356,0.223085919
22,find,verbs,0.31,3.253822439,0.332973196
23,find,verbs,0.3816794,3.298197867,0.374580979
24,find,verbs,0.4253859,3.382377303,0.420477058
25,find,verbs,0.5225225,3.420615771,0.466223233
26,find,verbs,0.5801105,3.458486764,0.552820322
27,find,verbs,0.6051282,3.488550717,0.574950643
28,find,verbs,0.7892095,3.517195898,0.701319652
29,find,verbs,0.6818182,3.556543708,0.646218018
30,find,verbs,0.8237288,3.581380689,0.75463943
16,fine,adjectives,0.005230126,2.230448921,0.058154973
17,fine,adjectives,0.007326007,2.243038049,0.064944859
18,fine,adjectives,0.009049774,2.322219295,0.120003553
19,fine,adjectives,0.0304878,2.367355921,0.163804415
20,fine,adjectives,0.04379562,2.396199347,0.182225637
21,fine,adjectives,0.04433498,2.42975228,0.211460446
22,fine,adjectives,0.085,2.480006943,0.313182566
23,fine,adjectives,0.129771,2.515873844,0.354990747
24,fine,adjectives,0.161235,2.617000341,0.390475465
25,fine,adjectives,0.2162162,2.667452953,0.435552476
26,fine,adjectives,0.2872928,2.694605199,0.518316233
27,fine,adjectives,0.2871795,2.745074792,0.554842692
28,fine,adjectives,0.3989962,2.77815125,0.676909943
29,fine,adjectives,0.3282828,2.810232518,0.626473681
30,fine,adjectives,0.5050847,2.843232778,0.736238463
16,finger,nouns,0.06694561,2.311753861,0.081404168
17,finger,nouns,0.1868132,2.376576957,0.092723084
18,finger,nouns,0.2760181,2.460897843,0.158597285
19,finger,nouns,0.375,2.496929648,0.203912297
20,finger,nouns,0.4343066,2.541579244,0.227178639
21,finger,nouns,0.5172414,2.592176757,0.256550296
22,finger,nouns,0.6,2.630427875,0.363167396
23,finger,nouns,0.7137405,2.696356389,0.410007704
24,finger,nouns,0.7341338,2.751279104,0.454844857
25,finger,nouns,0.7477477,2.784617293,0.498754604
26,finger,nouns,0.8287293,2.828015064,0.579867358
27,finger,nouns,0.8410256,2.859738566,0.6034404
28,finger,nouns,0.9084065,2.906873535,0.726933986
29,finger,nouns,0.8838384,2.928395852,0.669772406
30,finger,nouns,0.959322,2.949877704,0.775108376
16,finish,verbs,0.01359833,2.222716471,0.099947124
17,finish,verbs,0.02564103,2.235528447,0.107471588
18,finish,verbs,0.0520362,2.271841607,0.162305725
19,finish,verbs,0.07012195,2.31386722,0.202044541
20,finish,verbs,0.08029197,2.354108439,0.216955768
21,finish,verbs,0.06896552,2.416640507,0.23599607
